id,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
6316438,45.1629498892,10.8094918048,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6320092,45.81757161,9.02474,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6330939,47.3868794879,8.5127130803,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
6354978,48.223225,11.1565138889,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6356945,50.7671928406,12.9316701889,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6402438,49.7146687442,19.2674821615,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6443093,51.0888129474,12.6400714648,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6444052,59.80145,10.6137716667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6444349,51.1030540466,12.5675001144,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6445869,42.2076224769,2.1971505415,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6446172,47.696461916,9.4374811649,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6468413,45.83876045,10.70624057,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6529953,59.9858166667,29.7707166667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6549649,49.315007,8.525605,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6559067,50.640075,-3.780745,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6573174,58.3922716667,26.7135633333,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6586691,50.937531,6.9602786,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6589063,60.21582129,24.8868354,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6589309,49.2970883333,14.4736466667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6645266,45.5341423,9.2192751,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6664154,51.7853283333,10.6467383333,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6671085,59.1480407166,17.4655528553,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6677877,45.036629,10.499473,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6681300,52.517575,13.3715966667,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6701955,57.6839675903,11.9516267776,Stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6704330,54.2015690327,24.3456786081,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6705771,49.1631798975,7.7570718527,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6752528,59.36665,18.0550221667,Ortiga,Urtica dioica,stinging nettle,Plantae,51884
6788703,59.4394454956,24.7605552673,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6791264,47.6243666667,9.5304916667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6796805,46.1592790159,9.9775895476,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6822681,43.8574679,18.4232969,Stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6847040,45.52552,9.1884116667,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6887930,51.0049861167,-3.1307721667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6887931,57.2659833333,17.0203083333,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6901895,59.9482333333,10.7421166667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6903632,46.1466026111,11.2169494444,Ortica,Urtica dioica,stinging nettle,Plantae,51884
6904870,46.8340944444,26.4326333333,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6928082,44.6960894638,7.5754008254,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6941334,47.363575,8.5231716667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
6956354,53.3053927521,9.8790984322,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7010607,59.148131325,17.4652034138,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7025198,58.425555,8.7626366667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7048601,56.0971501284,9.7286721692,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7062905,50.937531,6.9602786,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
7066347,42.4360616667,1.9476966667,Ortica,Urtica dioica,stinging nettle,Plantae,51884
7088487,59.9234569839,10.7155099578,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7088530,46.6653692862,8.0800275877,Stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7093126,58.45798,8.76283,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7116587,54.43182,-3.0332971667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7118332,57.2659866667,17.0215638333,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7118947,53.32467,-4.573187,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
7157667,45.7310762164,4.6837551054,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
